recommendation_id,personal_color,undertone,skin_tone,category,product_id,recommendation_score,priority,reason
RID00441,Summer,Warm,Deep,Lipstick,PID0111,76,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00442,Summer,Warm,Deep,Lipstick,PID0114,76,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00443,Summer,Warm,Deep,Lipstick,PID0117,76,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00444,Summer,Warm,Deep,Lipstick,PID0118,76,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00445,Summer,Warm,Deep,Lipstick,PID0225,76,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00446,Summer,Warm,Deep,Eyeshadow,PID0288,77,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00447,Summer,Warm,Deep,Eyeshadow,PID0131,76,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00448,Summer,Warm,Deep,Eyeshadow,PID0070,75,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00449,Summer,Warm,Deep,Eyeshadow,PID0289,62,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00450,Summer,Warm,Deep,Eyeshadow,PID0290,62,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00451,Summer,Cool,Fair,Foundation,PID0081,99,1,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00452,Summer,Cool,Fair,Foundation,PID0164,99,2,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00453,Summer,Cool,Fair,Foundation,PID0197,99,3,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00454,Summer,Cool,Fair,Foundation,PID0202,99,4,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00455,Summer,Cool,Fair,Foundation,PID0212,99,5,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00456,Summer,Cool,Fair,Cushion,PID0008,99,1,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00457,Summer,Cool,Fair,Cushion,PID0092,99,2,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00458,Summer,Cool,Fair,Cushion,PID0104,99,3,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00459,Summer,Cool,Fair,Cushion,PID0133,99,4,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00460,Summer,Cool,Fair,Cushion,PID0134,99,5,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00461,Summer,Cool,Fair,Concealer,PID0030,99,1,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00462,Summer,Cool,Fair,Concealer,PID0230,99,2,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00463,Summer,Cool,Fair,Concealer,PID0256,99,3,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00464,Summer,Cool,Fair,Concealer,PID0257,99,4,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00465,Summer,Cool,Fair,Concealer,PID0258,99,5,cool undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00466,Summer,Cool,Fair,Blush,PID0277,93,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00467,Summer,Cool,Fair,Blush,PID0281,93,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00468,Summer,Cool,Fair,Blush,PID0283,93,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00469,Summer,Cool,Fair,Blush,PID0287,93,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00470,Summer,Cool,Fair,Blush,PID0120,92,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00471,Summer,Cool,Fair,Lipstick,PID0111,92,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00472,Summer,Cool,Fair,Lipstick,PID0225,92,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00473,Summer,Cool,Fair,Lipstick,PID0226,92,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00474,Summer,Cool,Fair,Lipstick,PID0042,91,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00475,Summer,Cool,Fair,Lipstick,PID0044,91,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00476,Summer,Cool,Fair,Eyeshadow,PID0288,93,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00477,Summer,Cool,Fair,Eyeshadow,PID0131,92,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00478,Summer,Cool,Fair,Eyeshadow,PID0070,91,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00479,Summer,Cool,Fair,Eyeshadow,PID0196,59,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00480,Summer,Cool,Fair,Eyeshadow,PID0071,58,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00481,Summer,Cool,Light,Foundation,PID0001,99,1,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00482,Summer,Cool,Light,Foundation,PID0082,99,2,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00483,Summer,Cool,Light,Foundation,PID0086,99,3,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00484,Summer,Cool,Light,Foundation,PID0165,99,4,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00485,Summer,Cool,Light,Foundation,PID0166,99,5,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00486,Summer,Cool,Light,Cushion,PID0009,99,1,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00487,Summer,Cool,Light,Cushion,PID0011,99,2,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00488,Summer,Cool,Light,Cushion,PID0022,99,3,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00489,Summer,Cool,Light,Cushion,PID0023,99,4,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00490,Summer,Cool,Light,Cushion,PID0065,99,5,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00491,Summer,Cool,Light,Concealer,PID0031,99,1,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00492,Summer,Cool,Light,Concealer,PID0231,99,2,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00493,Summer,Cool,Light,Concealer,PID0232,99,3,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00494,Summer,Cool,Light,Concealer,PID0256,99,4,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00495,Summer,Cool,Light,Concealer,PID0257,99,5,cool undertone and light skin tone align with the shade depth and undertone in this base product.
RID00496,Summer,Cool,Light,Blush,PID0277,97,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00497,Summer,Cool,Light,Blush,PID0281,97,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00498,Summer,Cool,Light,Blush,PID0283,97,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00499,Summer,Cool,Light,Blush,PID0287,97,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00500,Summer,Cool,Light,Blush,PID0120,96,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00501,Summer,Cool,Light,Lipstick,PID0111,96,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00502,Summer,Cool,Light,Lipstick,PID0225,96,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00503,Summer,Cool,Light,Lipstick,PID0226,96,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00504,Summer,Cool,Light,Lipstick,PID0042,95,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00505,Summer,Cool,Light,Lipstick,PID0044,95,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00506,Summer,Cool,Light,Eyeshadow,PID0288,97,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00507,Summer,Cool,Light,Eyeshadow,PID0131,96,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00508,Summer,Cool,Light,Eyeshadow,PID0070,95,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00509,Summer,Cool,Light,Eyeshadow,PID0289,62,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00510,Summer,Cool,Light,Eyeshadow,PID0130,61,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00511,Summer,Cool,Medium,Foundation,PID0005,99,1,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00512,Summer,Cool,Medium,Foundation,PID0084,99,2,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00513,Summer,Cool,Medium,Foundation,PID0088,99,3,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00514,Summer,Cool,Medium,Foundation,PID0170,99,4,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00515,Summer,Cool,Medium,Foundation,PID0172,99,5,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00516,Summer,Cool,Medium,Cushion,PID0015,99,1,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00517,Summer,Cool,Medium,Cushion,PID0019,99,2,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00518,Summer,Cool,Medium,Cushion,PID0027,99,3,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00519,Summer,Cool,Medium,Cushion,PID0029,99,4,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00520,Summer,Cool,Medium,Cushion,PID0068,99,5,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00521,Summer,Cool,Medium,Concealer,PID0234,99,1,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00522,Summer,Cool,Medium,Concealer,PID0261,99,2,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00523,Summer,Cool,Medium,Concealer,PID0265,99,3,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00524,Summer,Cool,Medium,Concealer,PID0271,99,4,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00525,Summer,Cool,Medium,Concealer,PID0275,99,5,cool undertone and medium skin tone align with the shade depth and undertone in this base product.
RID00526,Summer,Cool,Medium,Blush,PID0279,97,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00527,Summer,Cool,Medium,Blush,PID0285,97,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00528,Summer,Cool,Medium,Blush,PID0181,96,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00529,Summer,Cool,Medium,Blush,PID0224,96,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00530,Summer,Cool,Medium,Blush,PID0037,95,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00531,Summer,Cool,Medium,Lipstick,PID0114,96,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00532,Summer,Cool,Medium,Lipstick,PID0117,96,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00533,Summer,Cool,Medium,Lipstick,PID0118,96,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00534,Summer,Cool,Medium,Lipstick,PID0228,96,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00535,Summer,Cool,Medium,Lipstick,PID0050,95,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00536,Summer,Cool,Medium,Eyeshadow,PID0288,87,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00537,Summer,Cool,Medium,Eyeshadow,PID0131,86,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00538,Summer,Cool,Medium,Eyeshadow,PID0070,85,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00539,Summer,Cool,Medium,Eyeshadow,PID0196,69,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00540,Summer,Cool,Medium,Eyeshadow,PID0071,68,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00541,Summer,Cool,Tan,Foundation,PID0085,99,1,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00542,Summer,Cool,Tan,Foundation,PID0089,99,2,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00543,Summer,Cool,Tan,Foundation,PID0201,99,3,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00544,Summer,Cool,Tan,Foundation,PID0206,99,4,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00545,Summer,Cool,Tan,Foundation,PID0084,95,5,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00546,Summer,Cool,Tan,Cushion,PID0094,99,1,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00547,Summer,Cool,Tan,Cushion,PID0105,99,2,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00548,Summer,Cool,Tan,Cushion,PID0107,99,3,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00549,Summer,Cool,Tan,Cushion,PID0221,99,4,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00550,Summer,Cool,Tan,Cushion,PID0253,96,5,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00551,Summer,Cool,Tan,Concealer,PID0236,99,1,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00552,Summer,Cool,Tan,Concealer,PID0261,96,2,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00553,Summer,Cool,Tan,Concealer,PID0265,96,3,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00554,Summer,Cool,Tan,Concealer,PID0271,96,4,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00555,Summer,Cool,Tan,Concealer,PID0275,96,5,cool undertone and tan skin tone align with the shade depth and undertone in this base product.
RID00556,Summer,Cool,Tan,Blush,PID0279,93,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00557,Summer,Cool,Tan,Blush,PID0285,93,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00558,Summer,Cool,Tan,Blush,PID0181,92,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00559,Summer,Cool,Tan,Blush,PID0224,92,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00560,Summer,Cool,Tan,Blush,PID0037,91,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00561,Summer,Cool,Tan,Lipstick,PID0114,92,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00562,Summer,Cool,Tan,Lipstick,PID0117,92,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00563,Summer,Cool,Tan,Lipstick,PID0118,92,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00564,Summer,Cool,Tan,Lipstick,PID0228,92,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00565,Summer,Cool,Tan,Lipstick,PID0050,91,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00566,Summer,Cool,Tan,Eyeshadow,PID0288,87,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00567,Summer,Cool,Tan,Eyeshadow,PID0131,86,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00568,Summer,Cool,Tan,Eyeshadow,PID0070,85,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00569,Summer,Cool,Tan,Eyeshadow,PID0196,65,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00570,Summer,Cool,Tan,Eyeshadow,PID0071,64,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00571,Summer,Cool,Deep,Foundation,PID0007,99,1,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00572,Summer,Cool,Deep,Foundation,PID0090,99,2,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00573,Summer,Cool,Deep,Foundation,PID0175,99,3,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00574,Summer,Cool,Deep,Foundation,PID0177,99,4,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00575,Summer,Cool,Deep,Foundation,PID0085,95,5,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00576,Summer,Cool,Deep,Cushion,PID0021,99,1,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00577,Summer,Cool,Deep,Cushion,PID0094,95,2,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00578,Summer,Cool,Deep,Cushion,PID0105,95,3,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00579,Summer,Cool,Deep,Cushion,PID0107,95,4,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00580,Summer,Cool,Deep,Cushion,PID0221,95,5,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00581,Summer,Cool,Deep,Concealer,PID0236,95,1,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00582,Summer,Cool,Deep,Concealer,PID0261,90,2,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00583,Summer,Cool,Deep,Concealer,PID0265,90,3,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00584,Summer,Cool,Deep,Concealer,PID0271,90,4,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00585,Summer,Cool,Deep,Concealer,PID0275,90,5,cool undertone and deep skin tone align with the shade depth and undertone in this base product.
RID00586,Summer,Cool,Deep,Blush,PID0277,87,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00587,Summer,Cool,Deep,Blush,PID0279,87,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00588,Summer,Cool,Deep,Blush,PID0281,87,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00589,Summer,Cool,Deep,Blush,PID0283,87,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00590,Summer,Cool,Deep,Blush,PID0285,87,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00591,Summer,Cool,Deep,Lipstick,PID0111,86,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00592,Summer,Cool,Deep,Lipstick,PID0114,86,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00593,Summer,Cool,Deep,Lipstick,PID0117,86,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00594,Summer,Cool,Deep,Lipstick,PID0118,86,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00595,Summer,Cool,Deep,Lipstick,PID0225,86,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00596,Summer,Cool,Deep,Eyeshadow,PID0288,87,1,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00597,Summer,Cool,Deep,Eyeshadow,PID0131,86,2,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00598,Summer,Cool,Deep,Eyeshadow,PID0070,85,3,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00599,Summer,Cool,Deep,Eyeshadow,PID0196,59,4,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00600,Summer,Cool,Deep,Eyeshadow,PID0071,58,5,"Summer palettes are flattered by soft cool shades like rose, mauve, and gentle berry."
RID00601,Autumn,Warm,Fair,Foundation,PID0207,99,1,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00602,Autumn,Warm,Fair,Foundation,PID0072,95,2,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00603,Autumn,Warm,Fair,Foundation,PID0073,95,3,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00604,Autumn,Warm,Fair,Foundation,PID0167,95,4,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00605,Autumn,Warm,Fair,Foundation,PID0208,95,5,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00606,Autumn,Warm,Fair,Cushion,PID0251,96,1,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00607,Autumn,Warm,Fair,Cushion,PID0095,95,2,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00608,Autumn,Warm,Fair,Cushion,PID0099,95,3,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00609,Autumn,Warm,Fair,Cushion,PID0010,94,4,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00610,Autumn,Warm,Fair,Cushion,PID0012,94,5,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00611,Autumn,Warm,Fair,Concealer,PID0259,96,1,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00612,Autumn,Warm,Fair,Concealer,PID0269,96,2,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00613,Autumn,Warm,Fair,Concealer,PID0233,95,3,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00614,Autumn,Warm,Fair,Concealer,PID0257,94,4,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00615,Autumn,Warm,Fair,Concealer,PID0267,94,5,warm undertone and fair skin tone align with the shade depth and undertone in this base product.
RID00616,Autumn,Warm,Fair,Blush,PID0276,93,1,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00617,Autumn,Warm,Fair,Blush,PID0282,93,2,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00618,Autumn,Warm,Fair,Blush,PID0122,92,3,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00619,Autumn,Warm,Fair,Blush,PID0127,92,4,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00620,Autumn,Warm,Fair,Blush,PID0132,92,5,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00621,Autumn,Warm,Fair,Lipstick,PID0108,92,1,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00622,Autumn,Warm,Fair,Lipstick,PID0110,92,2,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00623,Autumn,Warm,Fair,Lipstick,PID0227,92,3,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00624,Autumn,Warm,Fair,Lipstick,PID0041,91,4,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00625,Autumn,Warm,Fair,Lipstick,PID0046,91,5,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00626,Autumn,Warm,Fair,Eyeshadow,PID0289,93,1,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00627,Autumn,Warm,Fair,Eyeshadow,PID0130,92,2,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00628,Autumn,Warm,Fair,Eyeshadow,PID0069,91,3,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00629,Autumn,Warm,Fair,Eyeshadow,PID0290,87,4,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00630,Autumn,Warm,Fair,Eyeshadow,PID0071,75,5,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00631,Autumn,Warm,Light,Foundation,PID0002,99,1,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00632,Autumn,Warm,Light,Foundation,PID0072,99,2,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00633,Autumn,Warm,Light,Foundation,PID0073,99,3,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00634,Autumn,Warm,Light,Foundation,PID0167,99,4,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00635,Autumn,Warm,Light,Foundation,PID0208,99,5,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00636,Autumn,Warm,Light,Cushion,PID0010,99,1,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00637,Autumn,Warm,Light,Cushion,PID0012,99,2,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00638,Autumn,Warm,Light,Cushion,PID0024,99,3,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00639,Autumn,Warm,Light,Cushion,PID0025,99,4,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00640,Autumn,Warm,Light,Cushion,PID0095,99,5,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00641,Autumn,Warm,Light,Concealer,PID0233,99,1,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00642,Autumn,Warm,Light,Concealer,PID0259,99,2,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00643,Autumn,Warm,Light,Concealer,PID0269,99,3,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00644,Autumn,Warm,Light,Concealer,PID0258,94,4,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00645,Autumn,Warm,Light,Concealer,PID0260,94,5,warm undertone and light skin tone align with the shade depth and undertone in this base product.
RID00646,Autumn,Warm,Light,Blush,PID0276,97,1,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00647,Autumn,Warm,Light,Blush,PID0282,97,2,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00648,Autumn,Warm,Light,Blush,PID0122,96,3,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00649,Autumn,Warm,Light,Blush,PID0127,96,4,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00650,Autumn,Warm,Light,Blush,PID0132,96,5,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00651,Autumn,Warm,Light,Lipstick,PID0108,96,1,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00652,Autumn,Warm,Light,Lipstick,PID0110,96,2,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00653,Autumn,Warm,Light,Lipstick,PID0227,96,3,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00654,Autumn,Warm,Light,Lipstick,PID0041,95,4,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00655,Autumn,Warm,Light,Lipstick,PID0046,95,5,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00656,Autumn,Warm,Light,Eyeshadow,PID0289,97,1,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00657,Autumn,Warm,Light,Eyeshadow,PID0130,96,2,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00658,Autumn,Warm,Light,Eyeshadow,PID0069,95,3,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
RID00659,Autumn,Warm,Light,Eyeshadow,PID0290,87,4,"Autumn palettes benefit from earthy warmth such as terracotta, bronze, and cinnamon."
